AAPL,Open,High,Low,Close,Volume,10 day average,20 day average,50 day average,Daily Return
2019-02-13,41.1434,41.4081,40.7947,40.8558,93681652.936331,40.8149,39.071035,,-0.004119459448918672
2019-02-14,40.7434,41.1148,40.6633,41.0039,90955434.818483,40.93646,39.269205,,0.0036249443163516304
2019-02-15,41.1108,41.2205,40.7534,40.9151,102581444.13157,41.047470000000004,39.452070000000006,,-0.0021656476579057227
2019-02-19,40.7434,41.1563,40.6901,41.0338,79030112.887675,41.05697,39.629515000000005,,0.0029011294118796993
2019-02-20,41.095,41.6116,41.0486,41.3013,108777727.23059,41.02349,39.86236,,0.006519016030686942
2019-02-21,41.2451,41.3814,40.8856,41.0653,71852419.696787,40.96492,40.076145000000004,,-0.00571410585138965
2019-02-22,41.1907,41.5326,41.1414,41.5246,78781556.105191,41.0311,40.32726,,0.01118462546237331
2019-02-25,41.8081,42.2249,41.7568,41.8259,91112096.505845,41.12248,40.532895,,0.007255939852521154
2019-02-26,41.7004,42.0856,41.5739,41.8506,71104890.42826,41.24011,40.757345,,0.000590543180182701
2019-02-27,41.5839,42.0126,41.4694,41.9809,115946566.24674,41.33572,41.00752,,0.003113455960010114
2019-02-28,41.8476,41.9908,41.5128,41.57,117529538.79087,41.40714,41.111019999999996,,-0.00978778444483086
2019-03-01,41.8377,42.049,41.5048,42.0048,107827201.95816,41.50723,41.221845,,0.010459465961029757
2019-03-04,42.1804,42.6753,41.7617,42.2189,114283776.53206,41.63761,41.34254,,0.005097036529158494
2019-03-05,42.2417,42.2544,41.8999,42.1419,82214978.269021,41.748419999999996,41.402695,,-0.0018238277169703165
2019-03-06,41.9316,42.132,41.7548,41.8949,86684349.001107,41.807779999999994,41.415635,,-0.005861150066798104
2019-03-07,41.737,41.8772,41.2993,41.414,103287737.95421,41.84265,41.403785000000006,,-0.0114787241406471
2019-03-08,40.8896,41.5503,40.6921,41.5108,99967822.361729,41.841269999999994,41.436185,,0.0023373738349350415
2019-03-11,42.132,42.997,42.0984,42.9489,133339950.08261,41.95357,41.538025,,0.03464399626121395
2019-03-12,43.2134,43.8535,43.0585,43.4337,135241685.06682,42.11188,41.675995,,0.01128783275008205
2019-03-13,43.7498,44.0076,43.4367,43.6235,129264022.62858,42.27614,41.805930000000004,,0.004369878688667894
2019-03-14,44.1479,44.1973,43.8268,44.1083,98218960.348829,42.52997,41.968554999999995,39.632644,0.011113276101184066
2019-03-15,44.3759,44.9695,44.1112,44.6821,162630797.34526,42.7977,42.152465,39.771291999999995,0.013008889483385078
2019-03-18,44.6032,45.2293,44.6012,45.1385,109217064.39454,43.089659999999995,42.363635,39.994266,0.010214381150393637
2019-03-19,45.2195,45.3746,44.6328,44.78,131820961.48041,43.35347,42.550945,40.181072,-0.007942222271453359
2019-03-20,44.7089,45.493,44.3465,45.1732,129275302.71557,43.6813,42.74454,40.377364,0.008780705672175149
2019-03-21,45.6155,47.1336,45.5672,46.8323,212579906.40514,44.223130000000005,43.032889999999995,40.593366,0.03672752871171392
2019-03-22,46.8935,47.4575,45.7981,45.8642,176646466.91299,44.65847,43.24987,40.777722,-0.020671630477256064
2019-03-25,45.978,46.0886,44.7978,45.3153,182634812.07249,44.89511,43.42434,40.948748,-0.011967940136315414
2019-03-26,46.0144,46.305,44.3098,44.8441,207441007.17835,45.03615,43.574014999999996,41.117518,-0.010398254011338426
2019-03-27,45.3173,45.5543,44.786,45.2492,124331746.12426,45.19872,43.73743,41.305296,0.009033518344665259
2019-03-28,45.3666,45.5088,45.019,45.3104,86559292.00948,45.31893,43.92445,41.479622,0.0013525100996261141
2019-03-29,45.5711,45.6284,45.2668,45.5997,98154195.781558,45.41069,44.104195,41.650806,0.0063848476288004274
2019-04-01,46.0076,46.0173,45.2274,45.9119,116057253.04946,45.48803,44.288845,41.823888,0.006846536271072123
2019-04-02,45.8742,46.6842,45.8642,46.5805,94829223.842754,45.668079999999996,44.510775,42.0058,0.014562673293851969
2019-04-03,46.3966,47.1759,46.3711,46.8964,96937346.653096,45.8404,44.76085,42.21084,0.0067818078380437186
2019-04-04,46.7622,47.1436,46.3691,46.9764,79619309.869835,45.85481,45.03897,42.414576,0.0017058878719902193
2019-04-05,47.1632,47.3172,47.0357,47.2947,77171569.468905,45.99786,45.328165,42.63042399999999,0.006775742713362565
2019-04-08,47.1563,48.0729,47.1366,48.0423,107808575.28547,46.27056,45.582835,42.837006,0.01580726804483379
2019-04-09,48.0907,48.6991,47.8308,47.8951,148990340.26426,46.57566,45.805905,43.047676,-0.0030639665461478227
2019-04-10,47.6965,48.1914,47.578,48.1619,90370361.684656,46.866929999999996,46.032825,43.27136600000001,0.005570507212637743
2019-04-11,48.2171,48.2516,47.6393,47.7616,87061001.240439,47.112049999999996,46.21549,43.436598000000004,-0.008311549170609944
2019-04-12,47.8239,48.0521,47.1048,47.7419,115635316.43975,47.32627000000001,46.36848,43.59567,-0.000412465244045479
2019-04-15,47.6708,47.981,47.5364,47.8308,73047797.071849,47.51816,46.503095,43.75618600000001,0.0018620959785848878
2019-04-16,47.8851,48.3416,47.6669,47.8357,107036680.58358,47.64368,46.65588,43.89412399999999,0.00010244445001972302
2019-04-17,47.9049,48.8263,47.6787,48.7652,120409368.99351,47.83056,46.835480000000004,44.036706,0.019431094350035538
2019-04-18,48.7632,49.0102,48.62,48.9392,100785941.01939,48.02684000000001,46.940825000000004,44.182469999999995,0.003568118248258978
2019-04-22,48.6951,49.1988,48.5767,49.101,80974199.075408,48.20747,47.102664999999995,44.347234,0.0033061431327034985
2019-04-23,49.0794,49.8745,48.949,49.8082,97150451.299711,48.384060000000005,47.32731,44.525155999999996,0.014402965316388627
2019-04-24,49.7785,50.0472,49.7035,49.7312,73064308.664929,48.56767000000001,47.571664999999996,44.706294,-0.0015459301882019272
2019-04-25,49.6542,49.8773,49.2431,49.2829,77240556.095481,48.679770000000005,47.77335,44.871455999999995,-0.009014461746348457
2019-04-26,49.1889,49.2136,48.5212,49.0476,77681661.056936,48.808370000000004,47.960210000000004,45.035292,-0.004774475528022792
2019-04-29,49.0724,49.4488,48.9392,49.1206,92492351.479229,48.94624,48.136255,45.197626,0.0014883500925630955
2019-04-30,48.7473,48.8323,47.8013,48.1745,193838295.51003,48.98061,48.249385000000004,45.342814,-0.01926075821549411
2019-05-01,50.386,51.6906,50.229,50.542,270034164.28574,49.25124,48.44746,45.53297799999999,0.049144256816365584
2019-05-02,50.3781,51.0486,49.9671,50.2111,133278676.56102,49.395830000000004,48.613195000000005,45.711174,-0.0065470301927109675
2019-05-03,50.6298,50.8549,50.4729,50.8345,87025891.324245,49.585359999999994,48.8061,45.906558000000004,0.012415581415264665
2019-05-06,49.0456,50.1353,48.8552,50.0472,135139749.16543,49.67998,48.943725,46.07701,-0.01548751340133181
2019-05-07,49.4279,49.7925,48.2091,48.7021,161467749.60466,49.56937,48.976715,46.214534,-0.02687662846273109
2019-05-08,48.4708,49.2976,48.4333,48.7089,109715543.80076,49.46714,49.017405000000004,46.3517,0.00013962436938030898
2019-05-09,48.1084,48.4167,47.2155,48.1874,145409607.71757,49.35759,49.01868,46.47583,-0.010706462268702532
2019-05-10,47.578,47.9248,46.458,47.5198,170993808.88023,49.204809999999995,49.00659,46.594826000000005,-0.013854244055499954
2019-05-13,45.2392,45.6579,44.0639,44.7582,238305943.44835,48.76857,48.857405,46.649893999999996,-0.058114722705061794
2019-05-14,44.9222,45.7124,44.6821,45.4694,151578346.18268,48.49806,48.739335,46.714904,0.0158898257749418
2019-05-15,44.8865,46.2131,44.8312,46.0115,110146182.71257,48.04501,48.648125,46.79229599999999,0.011922303791120914
2019-05-16,45.7638,46.3869,45.5108,45.8051,137062248.17657,47.60441,48.500119999999995,46.8705,-0.004485835062973287
2019-05-17,45.0487,46.0076,45.006,45.5483,136430389.15822,47.07579,48.330574999999996,46.953185999999995,-0.005606362610277138
2019-05-20,44.2287,44.4274,43.4484,44.1231,160220067.29344,46.48338,48.08168,47.005432,-0.031289861531604846
2019-05-21,44.6358,45.3104,44.5134,44.9676,117698737.05815,46.10993,47.83965,47.045806,0.019139634341195366
2019-05-22,44.5044,44.7562,43.9958,44.0461,123440377.26887,45.643649999999994,47.555395000000004,47.058054,-0.02049253240110649
2019-05-23,43.332,43.5126,42.8509,43.2974,151578592.21636,45.154650000000004,47.256119999999996,47.051531999999995,-0.016998099718249726
2019-05-24,43.4288,43.896,43.0446,43.1296,98403087.696328,44.71563,46.96022,47.031958,-0.0038755213938943545
2019-05-28,43.1168,43.5255,42.8738,42.9529,115969708.59914,44.5351,46.651835,46.997374,-0.004096954295889632
2019-05-29,42.5173,43.2233,42.4163,42.7474,118181387.28566,44.262899999999995,46.38048,46.949552000000004,-0.0047843102561178075
2019-05-30,42.8837,43.1937,42.5764,42.9697,88044905.081003,43.95872000000001,46.001865,46.91334599999999,0.005200316276545491
2019-05-31,42.4708,42.8937,42.1745,42.1923,112216200.67831,43.59744,45.600925,46.853728000000004,-0.018091818188165187
2019-06-03,42.3217,42.8767,41.0338,41.7617,167621784.77354,43.21878,45.147285,46.752316,-0.010205653638223233
2019-06-04,42.2831,43.3399,42.0589,43.2924,128500245.01289,43.13571,44.809545,46.70088,0.03665320137829653
2019-06-05,44.4106,44.5815,43.6531,43.9938,123543572.70065,43.038329999999995,44.57413,46.67445,0.016201457992626844
2019-06-06,44.1212,44.698,43.8978,44.6358,93471974.536403,43.097300000000004,44.370475,46.670284,0.014592965372393518
2019-06-07,44.9449,46.2525,44.77,45.823,127323592.52146,43.34986,44.252255,46.68176,0.026597484530354487
2019-06-10,46.227,47.0833,46.1803,46.4106,108802310.34807,43.67796,44.196795,46.703764,0.012823254697422737
2019-06-11,46.9567,47.2383,46.6565,46.945,111756856.82565,44.07717,44.306135,46.73067,0.01151461088630601
2019-06-12,46.7425,47.2303,46.6052,46.7968,75740838.105927,44.48211,44.372505000000004,46.748368,-0.003156885717328861
2019-06-13,46.9183,47.4259,46.6565,46.7899,89937939.788093,44.86413,44.411425,46.752556000000006,-0.0001474459792121241
2019-06-14,46.1637,46.6527,45.8605,46.4501,77849943.025988,45.28991,44.443675,46.74363,-0.007262251041357248
2019-06-17,46.4877,46.9824,46.3119,46.7276,60868999.71009,45.786500000000004,44.50264,46.738654000000004,0.0059741529081747125
2019-06-18,47.2501,48.2655,47.0435,47.8259,110172272.40662,46.239850000000004,44.687780000000004,46.749278000000004,0.023504310086543967
2019-06-19,48.1203,48.1695,47.5524,47.6837,87654116.536631,46.60884,44.823584999999994,46.74210600000001,-0.0029732843501114603
2019-06-20,48.2842,48.3436,47.7224,48.0729,89271382.934644,46.95255,45.024924999999996,46.745662,0.008162118291994869
2019-06-21,47.9128,48.4018,47.7518,47.9068,198346521.33754,47.16092999999999,45.25539500000001,46.740559999999995,-0.003455169128552704
2019-06-24,47.8477,48.2358,47.7567,47.8576,75604866.534129,47.305629999999994,45.491795,46.74248000000001,-0.001026994080172261
2019-06-25,47.8209,48.0245,47.0635,47.1316,87430459.779205,47.32429,45.70073000000001,46.730274,-0.015170004346227173
2019-06-26,47.6591,48.4363,47.5622,48.1499,108166040.94836,47.4596,45.970855,46.736655999999996,0.021605462152780808
2019-06-27,48.2655,48.5787,48.0956,48.135,86722497.382521,47.59411,46.22912,46.742642,-0.00030945027923223734
2019-06-28,47.8832,48.0807,47.4871,47.6965,129092294.16316,47.71875,46.50433,46.721268,-0.00910979536719636
2019-07-01,48.9607,49.2829,48.3533,48.5738,113349657.55435,47.903369999999995,46.84493500000001,46.71396000000001,0.018393383162286447
2019-07-02,48.5389,48.951,48.5269,48.8581,70271968.238438,48.006589999999996,47.123219999999996,46.709102,0.005852949532463958
2019-07-03,48.9884,49.2709,48.8492,49.263,47146326.883362,48.164519999999996,47.38668,46.698198000000005,0.008287264547741202
2019-07-05,49.0063,49.4249,48.8964,49.2186,71642540.82498,48.27909,47.61582,46.687946000000004,-0.0009012849400157341
2019-07-08,48.3918,48.5369,47.816,48.2012,105141565.22137,48.308530000000005,47.73473,46.666312000000005,-0.020671047124461106
2019-07-09,48.0106,48.5639,47.9148,48.4987,85387602.715836,48.372640000000004,47.839135,46.655334,0.0061720455092404425
2019-07-10,48.6477,49.098,48.5767,48.9764,74263419.069404,48.557120000000005,47.940705,46.65245,0.009849748549961124
2019-07-11,48.9964,49.258,48.613,48.623,83785191.486677,48.60443,48.032014999999994,46.66142,-0.007215720224434619
2019-07-12,48.7899,49.1623,48.7288,48.9934,73010586.250843,48.690270000000005,48.14219,46.63044800000001,0.007617794048084381
2019-07-15,49.1839,49.6136,49.1623,49.4565,70322604.600542,48.86627,48.29251,46.615356,0.009452293574236492
2019-07-16,49.3074,49.6719,49.0426,49.2849,69988139.542281,48.937380000000005,48.420375,46.584363999999994,-0.0034697158108640824
2019-07-17,49.1741,49.4299,48.9864,49.0063,58538272.113453,48.952200000000005,48.479395,46.563545999999995,-0.005652847018052132
2019-07-18,49.1623,49.6156,49.0913,49.5632,77105892.653329,48.98222,48.57337,46.580768,0.011363845056655997
2019-07-19,49.595,49.7627,48.7672,48.8243,86845274.259627,48.94279,48.61094,46.583076,-0.014908238370403892
2019-07-22,49.0794,49.9426,49.0694,49.9397,92441335.435533,49.116640000000004,48.712585,46.618122,0.022845181600145814
2019-07-23,50.2369,50.3464,49.9573,50.3286,76164169.918931,49.29963,48.836135,46.674298,0.0077873915942627825
2019-07-24,50.0452,50.4057,49.9287,50.2872,62206871.080458,49.43071,48.993915,46.784878000000006,-0.0008225939128051474
2019-07-25,50.3414,50.4275,49.8199,49.8912,57717138.277704,49.55753,49.08098,46.873314,-0.007874767336419675
2019-07-26,50.0018,50.546,49.9207,50.0632,73108768.873133,49.66451,49.177389999999995,46.954348,0.0034475017638382344
2019-07-29,50.2369,50.7633,50.231,50.5341,89932805.480482,49.77227,49.31927,47.048928000000004,0.009406110676105417
2019-07-30,50.309,50.6498,49.9622,50.315,140814827.64934,49.87528,49.40633,47.144262000000005,-0.004335686200011568
2019-07-31,52.1568,53.351,50.9184,51.341,287480079.85421,50.10875,49.530475,47.28862,0.020391533339958245
2019-08-01,51.5484,52.5441,49.8219,50.229,224145078.57734,50.175329999999995,49.578775,47.393848,-0.021659102861261048
2019-08-02,49.5326,49.7458,48.5933,49.1662,169555645.88288,50.20952,49.576155,47.49625,-0.02115909136156391
2019-08-05,47.7124,47.8753,46.4106,46.5954,217402408.35505,49.87509,49.495864999999995,47.56221000000001,-0.05228795391956276
2019-08-06,47.3094,47.7321,46.7622,47.4752,148653438.15643,49.589749999999995,49.44469,47.649122,0.01888169218420699
2019-08-07,47.0931,48.0926,46.7118,47.9712,138444170.7115,49.35815,49.39443,47.749488,0.010447559989215538
2019-08-08,48.2457,49.0496,48.0569,49.026,112074875.08983,49.27163,49.41458,47.87505999999999,0.021988192915749494
2019-08-09,48.6971,49.0496,48.2091,48.623,101771915.39024,49.12761,49.39606,47.988126,-0.008220128095296486
2019-08-12,48.2861,48.88,48.1775,48.4987,92934546.886218,48.92407,49.348169999999996,48.114254,-0.0025564033482096127
2019-08-13,48.63,51.3183,48.5835,50.5538,196517669.01928,48.947950000000006,49.411615,48.290096000000005,0.04237433168311733
2019-08-14,49.1455,49.9397,49.0083,49.0476,151078051.39221,48.71861,49.41368,48.40520000000001,-0.029794001637859058
2019-08-15,49.2186,49.6254,48.299,48.8049,115262898.40954,48.57620000000001,49.375765,48.501422000000005,-0.0049482543488366115
2019-08-16,49.42,50.1134,49.3122,49.9554,119108365.212,48.655120000000004,49.432320000000004,48.607814,0.02357345266561328
2019-08-19,50.9478,51.4625,50.8086,50.8837,100995468.55916,49.08395,49.47952,48.709027999999996,0.018582575657486444
2019-08-20,51.0112,51.6126,50.8757,50.8857,111278648.36652,49.425,49.507375,48.79853,3.930531781293212e-05
2019-08-21,51.5248,51.6857,51.1879,51.4409,89143311.777417,49.771969999999996,49.56506,48.888448,0.010910727375274432
2019-08-22,51.5731,51.8724,50.9796,51.3962,92049633.63037,50.00899,49.64031,48.980436,-0.0008689583580380189
2019-08-23,50.6665,51.2987,48.626,49.0202,193802026.29938,50.04871,49.58816,49.025042000000006,-0.04622909864931646
2019-08-26,49.7984,50.1213,49.6036,49.9524,107750905.19532,50.19408,49.55907499999999,49.095088,0.019016650278864455
2019-08-27,50.2823,50.4532,49.2354,49.3913,107053189.13921,50.07783,49.51289,49.148362,-0.011232693524234949
2019-08-28,49.3766,49.7627,49.1839,49.7165,65964889.618605,50.14472,49.431664999999995,49.186174,0.006584155509168577
2019-08-29,50.4403,50.6398,49.9948,50.5637,86840416.360216,50.3206,49.4484,49.243774,0.01704062031719844
2019-08-30,50.8385,50.9056,50.1233,50.4995,87480769.108897,50.375009999999996,49.515065,49.292305999999996,-0.0012696855649408922
2019-09-03,49.9377,50.0699,49.4062,49.7587,82921297.403774,50.26251,49.673230000000004,49.329344,-0.014669452172793807
2019-09-04,50.4135,50.6792,50.1529,50.6072,79437564.897767,50.234660000000005,49.82983,49.38433599999999,0.01705229437264233
2019-09-05,51.2868,51.7616,51.1672,51.5959,98990883.400291,50.25016,50.011065,49.473622000000006,0.0195367457594966
2019-09-06,51.7816,51.8705,51.4091,51.5899,80038916.753298,50.269529999999996,50.13926,49.54242200000001,-0.00011628830973009485
2019-09-09,51.9721,52.3573,51.0586,51.8081,112890284.33965,50.548320000000004,50.298514999999995,49.615883999999994,0.004229510039755802
2019-09-10,51.7371,52.4404,51.2157,52.4205,131362075.27062,50.79513,50.494605,49.710364,0.01182054543594524
2019-09-11,52.7554,54.1184,52.6743,54.0898,183082399.97058,51.26498,50.671405,49.820684,0.031844412014383705
2019-09-12,54.3831,54.7752,53.9098,53.9663,133217049.68242,51.68996,50.91734,49.922847999999995,-0.0022832400933262553
2019-09-13,53.2206,53.4163,52.4985,52.9174,164371585.80878,51.925329999999995,51.122965,49.995936,-0.01943620370490462
2019-09-16,52.6743,53.2523,52.633,53.1958,87462500.85565,52.19496,51.28498499999999,50.07548,0.0052610294534500834
2019-09-17,53.2106,53.4232,53.0052,53.3934,76005094.469128,52.55843,51.41047,50.179323999999994,0.003714578970520188
2019-09-18,53.4803,53.9069,53.0823,53.8873,106002176.83034,52.88643999999999,51.56055,50.28709599999999,0.009250206954417584
2019-09-19,53.7066,54.1292,53.3114,53.4565,91719173.959786,53.072500000000005,51.66133,50.376698000000005,-0.007994462517142309
2019-09-20,53.5544,53.836,52.6102,52.6743,239662910.27159,53.18094,51.725235,50.457724000000006,-0.014632458166920714
2019-09-23,52.9648,53.1812,52.6546,52.9095,80276005.12673,53.29108,51.9197,50.536046,0.004465175616951811
2019-09-24,53.4735,53.8182,52.5411,52.6625,129941861.594,53.315279999999994,52.055205,50.600166,-0.004668348784244825
2019-09-25,52.8689,53.584,52.5282,53.4735,92930895.868027,53.25365000000001,52.259315,50.683938,0.015399952527889837
2019-09-26,53.2206,53.4516,52.9352,53.1929,78906345.800977,53.17631,52.43313500000001,50.767669999999995,-0.005247459021758383
2019-09-27,53.3539,53.4565,52.5639,52.9352,104837252.95643,53.17809,52.55171,50.83510999999999,-0.004844631520372067
2019-09-30,53.4417,54.3288,53.4163,54.1797,108794488.90727,53.27648000000001,52.73572,50.942218000000004,0.023509876226027293
2019-10-01,54.4502,55.2108,54.2359,54.3317,149588745.79064,53.370309999999996,52.964369999999995,51.030058,0.0028054788047922052
2019-10-02,53.9593,54.0868,52.7219,52.9668,147852958.9993,53.27826,53.08235,51.08282199999999,-0.025121614085331423
2019-10-03,52.8402,53.4565,52.0443,53.4232,125470466.90591,53.27493,53.173714999999994,51.145542000000006,0.008616718397184586
2019-10-04,54.5845,55.03,54.1599,54.9126,143670825.99782,53.49875999999999,53.33985,51.24597000000001,0.027879273424280093
2019-10-07,54.7386,55.6226,54.6338,54.9253,127688569.80496,53.70034,53.495709999999995,51.343212,0.00023127661046840053
2019-10-08,54.629,55.1711,54.2675,54.2854,121047408.2157,53.86263,53.588955,51.418238,-0.011650368773588826
2019-10-09,54.9183,55.105,54.5845,54.9183,78662918.263682,54.00711,53.63038,51.510304,0.011658751708562454
2019-10-10,55.1388,55.7471,54.9847,55.6621,119725783.16755,54.25403,53.71517,51.596726,0.013543754996057755
2019-10-11,56.3506,57.4894,56.1985,57.1406,173577099.65952,54.67457,53.92633000000001,51.734958000000006,0.026562059282707606
2019-10-14,56.8265,57.6058,56.7712,57.0578,100919285.19457,54.962379999999996,54.11943,51.89279,-0.001449057237760898
2019-10-15,57.186,57.4914,56.8217,56.9262,95243634.657068,55.22183,54.29607,52.099406,-0.002306433125707552
2019-10-16,56.4532,56.9065,56.4107,56.6992,79726402.353488,55.59507,54.436665000000005,52.283886,-0.00398761905765721
2019-10-17,56.874,57.1269,56.4888,56.9164,71401863.194897,55.94439,54.609660000000005,52.462790000000005,0.0038307418799561344
2019-10-18,56.7515,57.4747,56.6794,57.19,100769156.05556,56.17213,54.83544499999999,52.62607,0.00480705034049933
2019-10-21,57.4607,58.2971,57.4124,58.1788,92461618.532431,56.497479999999996,55.098910000000004,52.817186,0.01728973596782657
2019-10-22,58.3397,58.5944,57.9662,58.0503,93770023.573794,56.87397,55.3683,53.008218,-0.0022087083267444685
2019-10-23,58.5688,58.8434,58.3536,58.8286,82396187.636924,57.265,55.636055,53.173714,0.01340733811883843
2019-10-24,59.1486,59.2197,58.4958,58.9273,74061349.488584,57.59151999999999,55.922775,53.371308,0.0016777553774864895
2019-10-25,58.8236,59.6888,58.7555,59.6513,75934108.186165,57.84259000000001,56.25858000000001,53.588235999999995,0.012286325692845157
2019-10-28,59.8567,60.2963,59.686,60.2468,99802162.726874,58.16149,56.56193499999999,53.794064,0.009983017972785113
2019-10-29,60.2273,60.4157,58.6834,58.8562,147615719.76571,58.35449,56.78815999999999,53.953514,-0.023081723842594104
2019-10-30,59.2109,59.3402,58.3516,58.8484,128685845.52496,58.56940999999999,57.08224,54.112767999999996,-0.0001325263948404043
2019-10-31,59.8133,60.2765,57.3976,60.1776,143815371.28621,58.895529999999994,57.41996,54.287501999999996,0.022586850279701753
2019-11-01,60.3654,61.9109,60.2745,61.8845,156178650.36496,59.36497999999999,57.768555000000006,54.497268000000005,0.0283643747839728
2019-11-04,62.2499,62.3753,61.7787,62.2913,106725000.47078,59.77623000000001,58.136855000000004,54.76268999999999,0.006573536184343309
2019-11-05,62.1808,62.4602,62.0049,62.2003,82569318.393028,60.191230000000004,58.53259999999999,55.007647999999996,-0.0014608781643664637
2019-11-06,62.1146,62.2893,61.7728,62.2281,78401247.785247,60.53117999999999,58.89809,55.264384,0.00044694318194604676
2019-11-07,62.7803,63.1695,62.6281,62.9492,97821252.487118,60.93336999999999,59.262445,55.529038,0.01158801248953445
2019-11-08,62.7673,63.1912,62.32,63.118,72208583.304921,61.28004,59.56131499999999,55.780123999999994,0.0026815273267968287
2019-11-11,62.6736,63.686,62.6697,63.6189,84518991.46883,61.61724999999999,59.88937000000001,56.042511999999995,0.007935929528819052
2019-11-12,63.4617,63.7649,63.3087,63.5594,90040675.552036,62.08756999999999,60.22103,56.318526,-0.0009352566611494639
2019-11-13,63.358,64.2459,63.3441,64.1709,106404062.20205,62.619820000000004,60.594615,56.589800000000004,0.009620921531669602
2019-11-14,63.9969,64.2716,63.594,63.7274,92300551.526115,62.9748,60.935165,56.832429999999995,-0.006911232349865792
2019-11-15,63.9792,64.4859,63.8173,64.4799,103420482.73872,63.234339999999996,61.29966,57.09023,0.011808107658558109
2019-11-18,64.4899,64.8889,64.1115,64.809,89437596.398381,63.48611,61.63117,57.350248,0.005103916104088224
2019-11-19,65.0045,65.0281,64.3942,64.6115,78593019.388801,63.72723,61.959230000000005,57.594068,-0.003047416253915247
2019-11-20,64.4287,64.559,63.1812,63.8617,109669539.55408,63.89059000000001,62.210885,57.78950599999999,-0.011604745285282103
2019-11-21,63.9812,64.0573,63.3709,63.5714,125078788.38787,63.95281,62.44309,57.98160800000001,-0.00454576060455647
2019-11-22,63.7156,63.8588,63.2888,63.5161,67307308.055723,63.99262,62.63633,58.193582,-0.0008698880314103041
2019-11-25,63.7453,64.646,63.6977,64.63,86670594.402627,64.09373000000001,62.855489999999996,58.422266,0.017537285822019744
2019-11-26,64.7691,64.8229,63.6928,64.1264,108536002.69178,64.15043,63.11900000000001,58.636926,-0.007792047036979555
2019-11-27,64.4385,65.0241,64.3743,64.9888,67134183.374524,64.23222,63.42602000000001,58.858956000000006,0.013448439332318651
2019-11-29,64.6846,65.0281,64.5156,64.8452,48032038.98928,64.344,63.659400000000005,59.086729999999996,-0.002209611502289488
2019-12-02,64.8502,65.0864,63.9229,64.0949,97650071.775672,64.30550000000001,63.76991999999999,59.315141999999994,-0.011570632830186556
