Date,Close,High,Low,Open,Volume
1986-03-13,0.05959760770201683,0.062258663268156995,0.05427672059162953,0.05427672059162953,1031788800
1986-03-14,0.06172595173120499,0.06279074097766787,0.05959759725995777,0.05959759725995777,308160000
1986-03-17,0.06279077380895615,0.06332286270498023,0.06172598400574872,0.06172598400574872,133171200
1986-03-18,0.061193887144327164,0.06332285446246241,0.060661798317563256,0.0627907656356985,67766400
1986-03-19,0.06012968346476555,0.06172594925414282,0.05959759486830646,0.06119386065768373,47894400
1986-03-20,0.0585334338247776,0.06012970005456514,0.058001345081515096,0.06012970005456514,58435200
1986-03-21,0.05693717300891876,0.05959761697820232,0.055872995421205336,0.0585334393904889,59990400
1986-03-24,0.05534089356660843,0.05693715957145144,0.05480880489832743,0.05693715957145144,65289600
1986-03-25,0.05640508979558945,0.056405089795589454,0.05480882325609014,0.055340912102589915,32083200
1986-03-26,0.05800134688615799,0.05853343564597581,0.05587299184688671,0.05640508060670453,22752000
1986-03-27,0.05906551331281662,0.05906551331281662,0.05800133599304201,0.05800133599304201,16848000
1986-03-31,0.0585334338247776,0.05906552256804012,0.05746925633825259,0.05906552256804012,12873600
1986-04-01,0.05800134688615799,0.05853343564597581,0.05800134688615799,0.05853343564597581,11088000
1986-04-02,0.0585334338247776,0.05959761131130263,0.058001345081515096,0.058001345081515096,27014400
1986-04-03,0.05906551331281662,0.060661779292478527,0.05906551331281662,0.05906551331281662,23040000
1986-04-04,0.05906551331281662,0.05959760197270392,0.05906551331281662,0.05906551331281662,26582400
1986-04-07,0.05800134688615799,0.05959761316561145,0.05693716936652235,0.05906552440579363,16560000
1986-04-08,0.0585334338247776,0.05959761131130263,0.058001345081515096,0.058001345081515096,10252800
1986-04-09,0.05959760770201683,0.060129696413055565,0.058533430279939375,0.058533430279939375,12153600
1986-04-10,0.06012968346476555,0.06066177206122464,0.05853341767538828,0.05959759486830646,13881600
1986-04-11,0.061193887144327164,0.0622586768089346,0.060661798317563256,0.060661798317563256,17222400
1986-04-14,0.06172595173120499,0.06225865235985607,0.061193863113393185,0.061193863113393185,12153600
1986-04-15,0.06172595173120499,0.061725951731204994,0.05959759725995777,0.061725951731204994,9302400
1986-04-16,0.06385491788387299,0.06438700649893982,0.06119386279770269,0.06172595141276952,31910400
1986-04-17,0.0643870085477829,0.0643870085477829,0.0638549199157846,0.0638549199157846,22003200
1986-04-18,0.06225862726569176,0.06438698087907786,0.061725926851752634,0.06438698087907786,21628800
1986-04-21,0.06225862726569176,0.06279071566903828,0.06066175004505958,0.06225862726569176,22924800
1986-04-22,0.061193887144327164,0.0622586768089346,0.06119388714432717,0.0622586768089346,15552000
1986-04-23,0.061459898948669434,0.06172594551440267,0.060661768385958936,0.06119385695018081,15609600
1986-04-24,0.06757955253124237,0.06864372998721843,0.061193875784419954,0.061459917864790964,62352000
1986-04-25,0.07183688879013062,0.0747633796652934,0.06811165493526442,0.06811165493526442,85795200
1986-04-28,0.07236897200345993,0.07290106079695353,0.07130418240543139,0.07183688320996634,28886400
1986-04-29,0.07024000585079193,0.07236897306709802,0.069707917049478,0.07236897306709802,30326400
1986-04-30,0.0686437264084816,0.07077208120947207,0.06704746030773874,0.07023999250922446,30902400
1986-05-01,0.06757955253124237,0.06864372998721843,0.06651537507526631,0.06864372998721843,54345600
1986-05-02,0.06757955253124237,0.06864372998721843,0.06704746380325434,0.06757955253124237,20246400
1986-05-05,0.06704746186733246,0.06757955057995702,0.06704746186733246,0.06757955057995702,3254400
1986-05-06,0.06757955253124237,0.06864372998721843,0.06757955253124237,0.06757955253124237,9734400
1986-05-07,0.06757955253124237,0.0681116412592304,0.06651537507526631,0.06757955253124237,5155200
1986-05-08,0.06811162829399109,0.06811162829399109,0.06704745104058416,0.06757953966728762,3542400
1986-05-09,0.06757955253124237,0.0681116412592304,0.06757955253124237,0.0681116412592304,6076800
1986-05-12,0.06811162829399109,0.06970789417410152,0.06757953966728762,0.06757953966728762,10483200
1986-05-13,0.0686437264084816,0.06917581510872921,0.06811163770823397,0.06811163770823397,3830400
1986-05-14,0.06811162829399109,0.06864371692069457,0.06811162829399109,0.06864371692069457,9302400
1986-05-15,0.06811162829399109,0.06917580554739804,0.06811162829399109,0.06811162829399109,3801600
1986-05-16,0.0686437264084816,0.07023999250922446,0.06811163770823397,0.06811163770823397,11952000
1986-05-19,0.06757955253124237,0.06864372998721843,0.06704746380325434,0.06864372998721843,11001600
1986-05-20,0.06704746186733246,0.06757955057995702,0.0665153731547079,0.06757955057995702,61977600
1986-05-21,0.06598327308893204,0.06757953895215053,0.06598327308893204,0.0670474503310777,8092800
1986-05-22,0.06598327308893204,0.06651536171000487,0.06598327308893204,0.06598327308893204,4406400
1986-05-23,0.06598327308893204,0.0670474503310777,0.06598327308893204,0.06598327308893204,4089600
1986-05-27,0.06811162829399109,0.06811162829399109,0.06598327378717721,0.06598327378717721,13881600
