MSFT,Close,High,Low,Open,Volume,10 day average,20 day average,50 day average,Daily Return
2010-06-30,17.415647506713867,17.922752462912896,17.3702355319616,17.635139921033694,81050500,,,,
2010-07-01,17.529178619384766,17.650278184274207,17.20372299738663,17.47619774019822,92239400,,,,0.0065189142480710505
2010-07-02,17.6124267578125,17.771369319983716,17.44591385235313,17.680545411205877,62485100,,,,0.0047491180411427525
2010-07-06,18.02871322631836,18.233069266887647,17.84706389368585,17.93788928181239,73592000,,,,0.02363595171921462
2010-07-07,18.392004013061523,18.40714181186818,17.869762946811445,18.02870550342148,79965300,,,,0.02015067754324429
2010-07-08,18.475261688232425,18.63420569900422,18.142237310498217,18.619067899193563,50758100,,,,0.0045268408549592465
2010-07-09,18.36929702758789,18.475258722010132,18.278471686926103,18.414708976108876,53806100,,,,-0.005735489024874196
2010-07-12,18.79314613342285,18.838558084081217,18.48282849062091,18.490397389667287,49854200,,,,0.023073779317651866
2010-07-13,19.020206451416016,19.148874842018888,18.846126112253256,19.02777535011263,61928700,,,,0.012082081221586716
2010-07-14,19.25484085083008,19.38350926061595,19.012641830908446,19.300252806160376,72808100,18.289072227478027,,,0.012336059548743616
2010-07-15,19.307825088500977,19.368374854089023,18.906681989217457,19.300256187349937,56934700,18.478289985656737,,,0.0027517359442943423
2010-07-16,18.83856201171875,19.406216565967764,18.83099311109434,19.307823745090815,65064800,18.609228324890136,,,-0.024304295001185916
2010-07-19,19.095901489257812,19.148882357307517,18.85370241039036,18.891545475105755,38181800,18.75757579803467,,,0.013660250574273114
2010-07-20,19.28511619567871,19.28511619567871,18.694756409121684,18.8158559265498,45530700,18.883216094970702,,,0.009908655348234818
2010-07-21,19.01263999938965,19.413781546134715,18.906676855666515,19.375938494274955,73297300,18.945279693603517,,,-0.014128833527594531
2010-07-22,19.557588577270508,19.671119181320012,19.27754507323644,19.307820670913618,73016400,19.053512382507325,,,0.02866243603720231
2010-07-23,19.534883499145508,19.69382751289286,19.111035201852697,19.55759019928658,108520100,19.170071029663085,,,-0.0011609344390948184
2010-07-26,19.754371643066406,19.8300591783587,19.52730903718952,19.572722424536696,67249900,19.26619358062744,,,0.011235702733036534
2010-07-27,19.799795150756836,19.860344925630507,19.64841999176241,19.784657346133297,60672100,19.344152450561523,,,0.0022994154666708955
2010-07-28,19.64084243774414,19.822491668998055,19.5500171003073,19.731666331561215,69704800,19.38275260925293,18.835912418365478,,-0.008027997855655555
2010-07-29,19.70140266418457,19.98901373912995,19.37594707699603,19.77708880142983,69446200,19.42211036682129,18.950200176239015,,0.0030833823260070226
2010-07-30,19.534883499145508,19.55759019928658,19.186722758702857,19.48947154248344,83534800,19.491742515563963,19.05048542022705,,-0.008452147691076828
2010-08-02,19.92845344543457,19.966296494084613,19.489467440443168,19.671116672478945,55044600,19.57499771118164,19.166286754608155,,0.020147033193531838
2010-08-03,19.799795150756836,19.943601407439495,19.65598889407418,19.830070760003924,56877700,19.626465606689454,19.254840850830078,,-0.006456009997464651
2010-08-04,19.474328994750977,19.860334141324717,19.25483672137751,19.79221550112819,78531900,19.672634506225585,19.30895709991455,,-0.016437854711512934
2010-08-05,19.201858520507812,19.36080107376324,19.080757576230443,19.292682424190936,64922100,19.637061500549315,19.34528694152832,,-0.013991263797412667
2010-08-06,19.338090896606445,19.345659794488185,18.936949414211924,19.058048893080414,55982100,19.61738224029541,19.39372663497925,,0.007094749497978725
2010-08-09,19.383506774902344,19.47433067391581,19.201857533255563,19.338093381775764,57096500,19.580295753479003,19.423244667053222,,0.0023485192276073708
2010-08-10,18.97479820251465,19.179154176308696,18.830991986479567,19.171585276136312,87257700,19.497796058654785,19.420974254608154,,-0.021085378261733734
2010-08-11,18.81585121154785,18.84612536150852,18.58878859055392,18.679613927675444,76746900,19.415296936035155,19.399024772644044,,-0.008376742101306345
2010-08-12,18.53580665588379,18.67961282969846,18.43741386977039,18.48282581385198,70240500,19.29873733520508,19.360423851013184,,-0.014883438039316021
2010-08-13,18.467693328857425,18.67204930142243,18.34659381406781,18.4298502718432,45263500,19.19201831817627,19.34188041687012,,-0.0036746891187895425
2010-08-16,18.543378829956055,18.626635278497908,18.39200373144722,18.437417127171827,40909700,19.053510856628417,19.31425428390503,,0.004098264994489842
2010-08-17,18.802087783813477,18.992315307897325,18.718388660114748,18.802087783813477,52912600,18.953740119934082,19.290102863311766,,0.01395155414931648
2010-08-18,18.885787963867188,18.98470708706172,18.573814946999757,18.779261017030738,46818900,18.894886016845703,19.283760261535644,,0.0044516428715839496
2010-08-19,18.59664535522461,18.824917830533213,18.421634909412276,18.733609420938173,54064600,18.834364700317384,19.23571310043335,,-0.015310063270633667
2010-08-20,18.436853408813477,18.56620819813797,18.41402703214039,18.49772616547671,49560100,18.744240951538085,19.180811595916747,,-0.008592514583079969
2010-08-23,18.474899291992188,18.74882596395003,18.44446218881856,18.596644802044775,51643000,18.65338020324707,19.116837978363037,,0.0020635778966775487
2010-08-24,18.292282104492188,18.5281638626995,18.261844999525543,18.330327034379447,66522500,18.585128593444825,19.041462326049803,,-0.009884610714990694
2010-08-25,18.33793830871582,18.429246730922593,18.162929290051835,18.261846989329374,47404800,18.53733730316162,18.976317119598388,,0.002495927187369462
2010-08-26,18.1248836517334,18.40642110967074,18.102057270901497,18.330329787148113,49105300,18.496245002746583,18.89749116897583,,-0.011618244831871793
2010-08-27,18.208580017089844,18.27706204630204,17.88899769787324,18.170533639015886,60939400,18.470333671569826,18.831175994873046,,0.004617760144818517
2010-08-30,17.987911224365234,18.124875251161207,17.95747558025535,18.06400251162084,45453100,18.414786911010744,18.73414888381958,,-0.01211894571226857
2010-08-31,17.858552932739258,18.05638965987408,17.744416750132327,17.957472021966822,66074600,18.32043342590332,18.6370867729187,,-0.007191401492506633
2010-09-01,18.18575859069824,18.223804982162576,17.91183182876224,18.01074954392663,65235900,18.250430488586424,18.572658252716064,,0.01832207005748665
2010-09-02,18.21619033813477,18.223799614186255,18.04117989159254,18.170534681825835,48837100,18.212384986877442,18.523374843597413,,0.001673383449183996
2010-09-03,18.482507705688477,18.604253210062375,18.414025678063048,18.444461328496075,64189100,18.21695041656494,18.480595684051515,,0.014619816910684369
2010-09-07,18.23140525817871,18.49011480769992,18.200969608934304,18.337933658836217,51928700,18.192601013183594,18.422990608215333,,-0.013585951187374934
2010-09-08,18.208580017089844,18.41402610472643,18.06400668305066,18.31510697305507,65512400,18.18423080444336,18.38467969894409,,-0.0012519737653590157
2010-09-09,18.26944351196289,18.42162459317248,18.254224968445875,18.406407500975657,46028900,18.177381324768067,18.357359313964842,18.76036808013916,0.0033425722827327142
2010-09-10,18.147706985473633,18.284671041799765,18.102052783805224,18.246624664308673,58284300,18.17966365814209,18.337954330444337,18.775009269714356,-0.006663395434543196
2010-09-13,19.106456756591797,19.24342083319149,18.33032795674098,18.414028548289927,114680400,18.269451332092284,18.369892501831053,18.806554832458495,0.052830353271936525
2010-09-14,19.04558563232422,19.289076699959065,18.93905720174304,19.05319490960296,87160400,18.375218772888182,18.395002841949463,18.83521800994873,-0.0031858928655925656
2010-09-15,19.11406517028809,19.19015503045619,18.96188254730977,19.098846617726043,56201900,18.500769996643065,18.410601711273195,18.856925048828124,0.0035955595845604815
2010-09-16,19.27385902404785,19.304296134550377,19.060803604494083,19.068412882119713,44548300,18.609580039978027,18.430005264282226,18.87456214904785,0.008360014070065702
2010-09-17,19.190155029296875,19.42603824003112,19.083628064011123,19.327119099704873,70341600,18.70697650909424,18.45968074798584,18.88886001586914,-0.004342876776598836
